id	filename	md5	size	state
4eb14bc1-4476-41fa-ba2e-45761ebd1725	4eb14bc1-4476-41fa-ba2e-45761ebd1725/nationwidechildrens.org_omf.TCGA-AQ-A54N.xml	69ff1a48f0bd1a1e887839c3b4ce459b	10883	validated
4f9c6480-84a3-4a74-9a75-a657c523d86e	4f9c6480-84a3-4a74-9a75-a657c523d86e/nationwidechildrens.org_omf.TCGA-A7-A26H.xml	acba3821e399f22ab086cdd85ab4d1cf	10930	validated
63e2ad93-6c36-437c-b688-e121b915d38a	63e2ad93-6c36-437c-b688-e121b915d38a/nationwidechildrens.org_omf.TCGA-A7-A26I.xml	6825855fb12cf7905086279c307ca401	10921	validated
66f32a14-744a-4dac-9c94-7fa391bd99f4	66f32a14-744a-4dac-9c94-7fa391bd99f4/nationwidechildrens.org_omf.TCGA-A7-A5ZX.xml	34bb69801af63869ef3da86bc0366e33	11247	validated
6784fe03-6f74-4dfa-85d2-e7fd96635264	6784fe03-6f74-4dfa-85d2-e7fd96635264/nationwidechildrens.org_omf.TCGA-E2-A1L8.xml	1b46bc7138503b84901d5dd3eea551dc	10374	validated
6bc626fa-9941-41a3-8b55-ded5ddca770f	6bc626fa-9941-41a3-8b55-ded5ddca770f/nationwidechildrens.org_omf.TCGA-LL-A440.xml	e0d17030b87c98c523d397f7ab8eb2cc	11180	validated
6caef7d6-3e36-425a-ac71-0f1d83a37823	6caef7d6-3e36-425a-ac71-0f1d83a37823/nationwidechildrens.org_omf.TCGA-AO-A1KT.xml	70fccc8754d17b1f7c57bbbef85a33d7	10534	validated
6f84bd6b-2c58-40e0-9e42-eaaf98610749	6f84bd6b-2c58-40e0-9e42-eaaf98610749/nationwidechildrens.org_omf.TCGA-OL-A5RU.xml	461e59b46dbe502607b82e9135f800fa	11227	validated
6fc407ff-1687-468a-a42e-87831e93bc22	6fc407ff-1687-468a-a42e-87831e93bc22/nationwidechildrens.org_omf.TCGA-W8-A86G.xml	a5d880786774a6e89969ecc48a4c79d0	10978	validated
735bc5ff-86d1-421a-8693-6e6f92055563	735bc5ff-86d1-421a-8693-6e6f92055563/nationwidechildrens.org_clinical_patient_brca.txt	f2ae7de0c41b50b9e1beaa60601043a9	1700402	validated
7397daa6-2fd7-44ab-bd6c-eb14e1d4212b	7397daa6-2fd7-44ab-bd6c-eb14e1d4212b/nationwidechildrens.org_clinical_radiation_brca.txt	4911065a97f9854c3006e5bd0198d5d4	154815	validated
73cdf3cb-b655-48c6-a04d-c26b97dc33b9	73cdf3cb-b655-48c6-a04d-c26b97dc33b9/nationwidechildrens.org_omf.TCGA-EW-A1P3.xml	ec4c1691fabd349052ab9f94a90837e2	10775	validated
75792676-02a7-46de-8a9e-3e9ce9f5d250	75792676-02a7-46de-8a9e-3e9ce9f5d250/nationwidechildrens.org_omf.TCGA-A8-A06U.xml	feed5c5d1458a8fe7b4bd58368124c13	10877	validated
78d1b404-634f-4e9c-8702-2abf39158d5a	78d1b404-634f-4e9c-8702-2abf39158d5a/nationwidechildrens.org_omf.TCGA-A8-A07E.xml	2785f6122610bd467c12ea25005755d8	10873	validated
7bfb0849-27a3-4926-92e1-0b8c73b7177d	7bfb0849-27a3-4926-92e1-0b8c73b7177d/nationwidechildrens.org_omf.TCGA-LL-A50Y.xml	807dce7ff054ed1fa2d4ea974ee586ab	11116	validated
810584c8-a04c-4294-bf6a-8bb7457fde25	810584c8-a04c-4294-bf6a-8bb7457fde25/nationwidechildrens.org_omf.TCGA-E2-A158.xml	26555b9f6fdced80454d776445acffeb	10992	validated
84a01cb0-83b9-4c74-9baa-e8f2b71d7ec8	84a01cb0-83b9-4c74-9baa-e8f2b71d7ec8/nationwidechildrens.org_omf.TCGA-A7-A0CD.xml	2bb9dd983094d702f9f7ab443b570ed0	10367	validated
84d155f0-0b07-45da-bf02-7336d56a2ade	84d155f0-0b07-45da-bf02-7336d56a2ade/nationwidechildrens.org_omf.TCGA-BH-A1F5.xml	d3bb214a9cfabdf5cfaeb78727528c73	18963	validated
870a360c-d0e8-44ba-9359-29d79c84d3c9	870a360c-d0e8-44ba-9359-29d79c84d3c9/nationwidechildrens.org_clinical_follow_up_v2.1_brca.txt	0e894de5f2961ece5aa0d505096ad9a7	372191	validated
88afb402-f76f-4fd0-9d19-3b79e4d89036	88afb402-f76f-4fd0-9d19-3b79e4d89036/nationwidechildrens.org_omf.TCGA-A7-A13G.xml	fabb66662ac4762873a6fabb497d6105	18598	validated
8bcae9bf-5805-4ae1-938c-24e9fb69b02a	8bcae9bf-5805-4ae1-938c-24e9fb69b02a/nationwidechildrens.org_omf.TCGA-AR-A5QM.xml	62ec6fd14d0b7c420b3c0d8652c68c9d	10952	validated
9277ff81-4c70-4ce7-ad8b-781eabcf537b	9277ff81-4c70-4ce7-ad8b-781eabcf537b/nationwidechildrens.org_omf.TCGA-AC-A62X.xml	556ebf3a70bb52381c9ac2229af72cfa	11197	validated
95198239-47b7-4d21-9271-bce22b66c2ae	95198239-47b7-4d21-9271-bce22b66c2ae/nationwidechildrens.org_omf.TCGA-BH-A0DO.xml	69ea1836ec69baa0f99b2bfac39dc501	11129	validated
975702e6-dfc7-4aac-8016-76476bcec831	975702e6-dfc7-4aac-8016-76476bcec831/nationwidechildrens.org_omf.TCGA-A2-A0CQ.xml	8d2405a5cc0ea6029c90177b195d67ab	11111	validated
994042d6-587a-46f7-abf3-ef069b35fe88	994042d6-587a-46f7-abf3-ef069b35fe88/nationwidechildrens.org_omf.TCGA-A8-A09C.xml	f9ad353ac88f5992a5b7461a58790b3b	10877	validated
9ac3a45f-91da-4ec0-8bfe-e9ae758a66b9	9ac3a45f-91da-4ec0-8bfe-e9ae758a66b9/nationwidechildrens.org_omf.TCGA-A2-A25A.xml	7a3f93ce71d3a92b1076284fe03aa5b2	11115	validated
9b821cf1-c06a-46b6-84f8-bb3ab85f575c	9b821cf1-c06a-46b6-84f8-bb3ab85f575c/nationwidechildrens.org_omf.TCGA-AQ-A7U7.xml	c9ba396831990f7632556a32dc1a69c1	10976	validated
9ea3c1e6-2c02-47a5-868f-d28f29a34f78	9ea3c1e6-2c02-47a5-868f-d28f29a34f78/nationwidechildrens.org_omf.TCGA-AC-A5XS.xml	d29d5fa67463064f8c4b066c3fe06f5a	10953	validated
a168a31a-8503-4e0d-b139-e373a653fa01	a168a31a-8503-4e0d-b139-e373a653fa01/nationwidechildrens.org_omf.TCGA-A8-A091.xml	390d4ed3d337a4369159daa9f74bfd13	10819	validated
a44e729b-73c1-4fcc-b1e5-484af742f575	a44e729b-73c1-4fcc-b1e5-484af742f575/nationwidechildrens.org_omf.TCGA-A8-A08F.xml	ced1b18bc38c2f9bffbab0f376d3be19	10881	validated
a97d26b1-e94e-49df-a6ad-834f52fd7bca	a97d26b1-e94e-49df-a6ad-834f52fd7bca/nationwidechildrens.org_omf.TCGA-E2-A572.xml	d81111a868de382454715b5202aed97c	10958	validated
ab8f731e-b8ce-41d1-b950-95f24106a9be	ab8f731e-b8ce-41d1-b950-95f24106a9be/nationwidechildrens.org_omf.TCGA-D8-A146.xml	08838fec8fb13f895d72257f1c8434ff	11275	validated
ac6ad18b-a884-4f52-bf09-dec4c457b31e	ac6ad18b-a884-4f52-bf09-dec4c457b31e/nationwidechildrens.org_omf.TCGA-AC-A3W5.xml	2680c28b8159f94a16a17eca0a678c77	10736	validated
ae568768-797b-4996-8af9-5c5fb49a08da	ae568768-797b-4996-8af9-5c5fb49a08da/nationwidechildrens.org_omf.TCGA-A7-A26E.xml	20df2976ef08db29d835f45122573814	19430	validated
b08beee4-28cf-4c8b-b6ee-7f6b412f82af	b08beee4-28cf-4c8b-b6ee-7f6b412f82af/nationwidechildrens.org_clinical_follow_up_v1.5_brca.txt	dbcfb78be7013a44784a46eb84d616fe	117592	validated
b08c2d9a-da1e-4c20-abbd-6df6ca90c254	b08c2d9a-da1e-4c20-abbd-6df6ca90c254/nationwidechildrens.org_omf.TCGA-A2-A04V.xml	6441266a0d745dd5408e8958b7f06046	12787	validated
b1b7ab32-5a5a-4009-a2f1-ef5131fb5f4a	b1b7ab32-5a5a-4009-a2f1-ef5131fb5f4a/nationwidechildrens.org_omf.TCGA-AR-A2LR.xml	241b10826adb3afbca0b2f37fcf1b464	11093	validated
b369e05d-a76d-4bdb-85ca-f407a4dc9bec	b369e05d-a76d-4bdb-85ca-f407a4dc9bec/nationwidechildrens.org_omf.TCGA-AR-A2LL.xml	8446363a151ab785fda6bf1e0c4a80f5	10822	validated
b835f3fc-030d-49d8-b33f-fd813e88f7ba	b835f3fc-030d-49d8-b33f-fd813e88f7ba/nationwidechildrens.org_omf.TCGA-BH-A8FY.xml	96a8e45276da5f4c286e342808a6ea41	10920	validated
b8bd1b06-57cf-49fd-b6ee-8e7364e5b15a	b8bd1b06-57cf-49fd-b6ee-8e7364e5b15a/nationwidechildrens.org_omf.TCGA-5L-AAT0.xml	40fdf0389b6bf8ab0581d89f280efea3	11501	validated
b977a0b4-6c7e-47d5-ac1e-c172c0eb9ff6	b977a0b4-6c7e-47d5-ac1e-c172c0eb9ff6/nationwidechildrens.org_omf.TCGA-LD-A74U.xml	5d015bde03a66a421f9b1989f875d040	10909	validated
ba8816b9-473d-4688-b426-637a5b397d03	ba8816b9-473d-4688-b426-637a5b397d03/nationwidechildrens.org_omf.TCGA-A2-A1G4.xml	9bfc4254b44ac09926ecff3e2739b0b3	10780	validated
ba90954f-53ad-4579-97dd-a21fde4f953e	ba90954f-53ad-4579-97dd-a21fde4f953e/nationwidechildrens.org_omf.TCGA-EW-A1J5.xml	cbb694f6200027b4f30938b6a2850257	10565	validated
bb722d5d-1ac2-4eb1-b76e-eb3fe7d1c244	bb722d5d-1ac2-4eb1-b76e-eb3fe7d1c244/nationwidechildrens.org_omf.TCGA-AR-A1AM.xml	a2caa2b4285c7603d84efea2218be904	10937	validated
bbe70699-9a7e-4a39-9acd-7ec228cfcafb	bbe70699-9a7e-4a39-9acd-7ec228cfcafb/nationwidechildrens.org_omf.TCGA-LL-A442.xml	c1a7c8cbc805e95bae2e8331ed2475a8	11050	validated
be40b490-1d0c-48ec-a8cf-5afd16445559	be40b490-1d0c-48ec-a8cf-5afd16445559/nationwidechildrens.org_omf.TCGA-B6-A0I8.xml	e9fc5441ecf04059a0d8c4abd61d57fb	11092	validated
bf9b74ef-28b1-48bc-b580-18c191a5ce11	bf9b74ef-28b1-48bc-b580-18c191a5ce11/nationwidechildrens.org_omf.TCGA-5L-AAT1.xml	5001a7963c6ae0076c153d0ab79f0095	11401	validated
c1bf14ae-b11f-4ac3-b46f-7f35ed9254ab	c1bf14ae-b11f-4ac3-b46f-7f35ed9254ab/nationwidechildrens.org_omf.TCGA-A7-A3J1.xml	df1a28ae93c06ee4ce345ab2940043d4	18965	validated
c26d063c-7164-4a50-b96b-1a32a0dcca3f	c26d063c-7164-4a50-b96b-1a32a0dcca3f/nationwidechildrens.org_omf.TCGA-BH-A0B6.xml	2127e416ab89b818265f1fe7b83f9f3e	11311	validated
c61b2847-dc9c-4a37-92c3-2caa64d50038	c61b2847-dc9c-4a37-92c3-2caa64d50038/nationwidechildrens.org_omf.TCGA-WT-AB41.xml	b9fbc45a4c94f902ce6a92b072bfb776	10814	validated
d0d0fef2-9185-4ad2-af15-dd1a725c7fa5	d0d0fef2-9185-4ad2-af15-dd1a725c7fa5/nationwidechildrens.org_omf.TCGA-A8-A084.xml	97356c13eaa01777fdffe34e3f10b39c	10882	validated
d2bb5dc8-7705-4615-b61a-6ff06622212f	d2bb5dc8-7705-4615-b61a-6ff06622212f/nationwidechildrens.org_omf.TCGA-AR-A1AR.xml	84432d4192d3a5dce07c4c4ca8503c68	10947	validated
d336747e-c3ef-4c5b-af1d-e668a6131466	d336747e-c3ef-4c5b-af1d-e668a6131466/nationwidechildrens.org_omf.TCGA-A8-A093.xml	d2c04355562329181c516a135bab207d	10883	validated
d625a702-c2d8-4bc2-9cd4-0d5c156443ec	d625a702-c2d8-4bc2-9cd4-0d5c156443ec/nationwidechildrens.org_omf.TCGA-E2-A1BC.xml	c5c8c36a57cd31ae6f4e2d5c78aa1d73	11107	validated
daa8de42-c4d8-4111-88f7-4b39270d1e7e	daa8de42-c4d8-4111-88f7-4b39270d1e7e/nationwidechildrens.org_clinical_drug_brca.txt	35e146a18317ff47912a074827280f54	961063	validated
dc3884d3-41cd-4b86-a389-700f2140c706	dc3884d3-41cd-4b86-a389-700f2140c706/nationwidechildrens.org_omf.TCGA-A2-A04Y.xml	e7eaa480989eec8379f1c70d1f5b77d8	13457	validated
dd24d907-34a5-4c9a-ba81-135671302f33	dd24d907-34a5-4c9a-ba81-135671302f33/nationwidechildrens.org_omf.TCGA-AQ-A0Y5.xml	7786def6d643283217d5a014bf0045f9	10500	validated
dd4eafc6-cf13-4ddc-8829-a4eb0b2e0baa	dd4eafc6-cf13-4ddc-8829-a4eb0b2e0baa/nationwidechildrens.org_omf.TCGA-BH-A18H.xml	aecc8aa6e2c43a3b4c0db156d631bcf1	10995	validated
e5ada159-af1b-44f1-8d92-27ccc9eaf924	e5ada159-af1b-44f1-8d92-27ccc9eaf924/nationwidechildrens.org_omf.TCGA-AQ-A54O.xml	f53ab54320bdc046ff1890b1c4f6a465	10891	validated
eef0e647-3bc2-489c-ba50-a5c1294573e4	eef0e647-3bc2-489c-ba50-a5c1294573e4/nationwidechildrens.org_clinical_nte_brca.txt	8341c34aaa9fb0d74e291fae6883edda	69088	validated
ef69c8b5-98e5-47ef-a73c-a8f459b85040	ef69c8b5-98e5-47ef-a73c-a8f459b85040/nationwidechildrens.org_omf.TCGA-A1-A0SP.xml	81d89dc495212c5beca7a76a8bb0735e	10665	validated
f0151260-8442-4b0c-950b-11c2fbad1919	f0151260-8442-4b0c-950b-11c2fbad1919/nationwidechildrens.org_omf.TCGA-C8-A1HL.xml	c6ead12a322246618ea939c1dddfa8d2	10945	validated
f768b04a-ad54-4601-8a37-433a6ea7e3b2	f768b04a-ad54-4601-8a37-433a6ea7e3b2/nationwidechildrens.org_clinical_omf_v4.0_brca.txt	e82af2055283bdf8239b56143a221157	39452	validated
fb768fcc-9f08-4c46-a49f-04e681cec1c0	fb768fcc-9f08-4c46-a49f-04e681cec1c0/nationwidechildrens.org_omf.TCGA-AO-A0JI.xml	96aaa8026574eb6b4b4f2fbd22b4de80	10601	validated
fe3c72cf-3096-4b73-9975-8df899d4398d	fe3c72cf-3096-4b73-9975-8df899d4398d/nationwidechildrens.org_omf.TCGA-A8-A09E.xml	fa60cc8b833862087d488f5ffcdc890b	10876	validated
